Produit,Année,Rendement_kg_ha,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETTOP,Valeur_Ajoutee_Agricole
Oranges,2015,4599.6,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Oranges,2016,4604.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Oranges,2017,4610.2,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Oranges,2018,4614.9,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Oranges,2019,4619.2,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Oranges,2020,4626.2,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Oranges,2021,4632.3,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Oranges,2022,4632.9,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Oranges,2023,4636.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Patates douces,2015,3568.8,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Patates douces,2016,3341.9,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Patates douces,2017,3444.6,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Patates douces,2018,3641.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Patates douces,2019,3651.4,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Patates douces,2020,3628.3,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Patates douces,2021,3636.2,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Patates douces,2022,3622.7,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Patates douces,2023,3566.3,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2015,418.5,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2016,418.1,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2017,420.0,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2018,420.9,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2019,421.5,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2020,422.8,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2021,421.7,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2022,422.0,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2023,422.2,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Pois bambara, secs",2015,818.6,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Pois bambara, secs",2016,750.0,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Pois bambara, secs",2017,757.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Pois bambara, secs",2018,762.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Pois bambara, secs",2019,762.8,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Pois bambara, secs",2020,770.4,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Pois bambara, secs",2021,784.2,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Pois bambara, secs",2022,772.4,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Pois bambara, secs",2023,775.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Pois chiches, secs",2015,748.0,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Pois chiches, secs",2016,740.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Pois chiches, secs",2017,747.2,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Pois chiches, secs",2018,752.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Pois chiches, secs",2019,756.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Pois chiches, secs",2020,758.9,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Pois chiches, secs",2021,762.8,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Pois chiches, secs",2022,763.5,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Pois chiches, secs",2023,766.4,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2015,5250.1,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2016,5237.6,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2017,5226.8,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2018,5200.7,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2019,5219.1,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2020,5215.1,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2021,5211.1,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2022,5215.0,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2023,5213.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Riz,2015,1727.3,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Riz,2016,1653.6,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Riz,2017,1665.0,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Riz,2018,1676.0,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Riz,2019,1639.8,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Riz,2020,1684.5,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Riz,2021,1686.9,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Riz,2022,1696.8,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Riz,2023,1809.3,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Sésame,2015,322.7,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Sésame,2016,326.1,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Sésame,2017,326.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Sésame,2018,325.0,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Sésame,2019,325.7,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Sésame,2020,326.6,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Sésame,2021,328.4,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Sésame,2022,328.8,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Sésame,2023,330.1,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Sorgho,2015,890.5,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Sorgho,2016,860.0,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Sorgho,2017,875.2,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Sorgho,2018,869.5,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Sorgho,2019,889.1,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Sorgho,2020,896.7,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Sorgho,2021,876.4,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Sorgho,2022,884.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Sorgho,2023,923.1,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Tabacs bruts ou non fabriqués,2015,442.8,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Tabacs bruts ou non fabriqués,2016,443.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Tabacs bruts ou non fabriqués,2017,444.4,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Tabacs bruts ou non fabriqués,2018,444.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Tabacs bruts ou non fabriqués,2019,444.9,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Tabacs bruts ou non fabriqués,2020,445.7,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Tabacs bruts ou non fabriqués,2021,445.6,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Tabacs bruts ou non fabriqués,2022,444.7,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Tabacs bruts ou non fabriqués,2023,444.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Taro,2015,2540.4,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Taro,2016,2596.3,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Taro,2017,3090.8,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Taro,2018,3117.7,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Taro,2019,3117.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Taro,2020,3109.7,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Taro,2021,3112.3,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Taro,2022,3115.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Taro,2023,3252.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Tomates, fraiches",2015,4242.1,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Tomates, fraiches",2016,4244.8,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Tomates, fraiches",2017,4246.5,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Tomates, fraiches",2018,4243.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Tomates, fraiches",2019,4246.2,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Tomates, fraiches",2020,4252.6,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Tomates, fraiches",2021,4247.5,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Tomates, fraiches",2022,4248.8,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Tomates, fraiches",2023,4249.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
