date,culture,mois,prix_fcfa_kg,demande_estimee_kg
2024-07-03,Igname,7,271,1047
2024-07-03,Manioc,7,145,887
2024-07-03,Soja,7,332,1000
2024-07-03,Coton,7,488,920
2024-07-03,Cacao,7,1437,975
2024-07-03,Café,7,1191,1135
2024-07-04,Maïs,7,196,909
2024-07-04,Riz,7,377,1096
2024-07-04,Sorgho,7,241,1068
2024-07-04,Igname,7,299,1211
2024-07-04,Manioc,7,145,863
2024-07-04,Soja,7,323,1107
2024-07-04,Coton,7,484,970
2024-07-04,Cacao,7,1425,988
2024-07-04,Café,7,1176,1103
2024-07-05,Maïs,7,247,930
2024-07-05,Riz,7,377,1077
2024-07-05,Sorgho,7,247,1001
2024-07-05,Igname,7,293,994
2024-07-05,Manioc,7,144,1037
2024-07-05,Soja,7,341,1132
2024-07-05,Coton,7,557,926
2024-07-05,Cacao,7,1626,775
2024-07-05,Café,7,1176,1210
2024-07-06,Maïs,7,188,983
2024-07-06,Riz,7,368,1106
2024-07-06,Sorgho,7,206,1269
2024-07-06,Igname,7,262,1071
2024-07-06,Manioc,7,142,1020
2024-07-06,Soja,7,333,909
2024-07-06,Coton,7,444,1235
2024-07-06,Cacao,7,1450,1132
2024-07-06,Café,7,1269,976
2024-07-07,Maïs,7,196,1094
2024-07-07,Riz,7,414,829
2024-07-07,Sorgho,7,239,1010
2024-07-07,Igname,7,291,957
2024-07-07,Manioc,7,142,1029
2024-07-07,Soja,7,331,931
2024-07-07,Coton,7,481,775
2024-07-07,Cacao,7,1397,1109
2024-07-07,Café,7,1073,1106
2024-07-08,Maïs,7,173,1213
2024-07-08,Riz,7,375,1043
2024-07-08,Sorgho,7,225,1102
2024-07-08,Igname,7,275,1073
2024-07-08,Manioc,7,144,981
2024-07-08,Soja,7,326,1148
2024-07-08,Coton,7,470,1296
2024-07-08,Cacao,7,1325,1094
2024-07-08,Café,7,1116,1051
2024-07-09,Maïs,7,210,902
2024-07-09,Riz,7,379,1130
2024-07-09,Sorgho,7,252,722
2024-07-09,Igname,7,302,935
2024-07-09,Manioc,7,154,1149
2024-07-09,Soja,7,314,904
2024-07-09,Coton,7,504,924
2024-07-09,Cacao,7,1375,1029
2024-07-09,Café,7,1235,874
2024-07-10,Maïs,7,179,1024
2024-07-10,Riz,7,430,999
2024-07-10,Sorgho,7,219,1225
2024-07-10,Igname,7,287,1086
2024-07-10,Manioc,7,140,1001
2024-07-10,Soja,7,341,1195
2024-07-10,Coton,7,443,930
2024-07-10,Cacao,7,1420,985
2024-07-10,Café,7,1204,1079
2024-07-11,Maïs,7,183,1174
2024-07-11,Riz,7,382,1090
2024-07-11,Sorgho,7,235,1087
2024-07-11,Igname,7,279,970
2024-07-11,Manioc,7,140,1179
2024-07-11,Soja,7,331,939
2024-07-11,Coton,7,468,1084
2024-07-11,Cacao,7,1448,1040
2024-07-11,Café,7,1108,1317
2024-07-12,Maïs,7,206,943
2024-07-12,Riz,7,434,1017
2024-07-12,Sorgho,7,246,961
2024-07-12,Igname,7,279,1212
2024-07-12,Manioc,7,139,1144
2024-07-12,Soja,7,328,1156
2024-07-12,Coton,7,474,879
2024-07-12,Cacao,7,1478,835
2024-07-12,Café,7,1162,1057
2024-07-13,Maïs,7,188,1003
2024-07-13,Riz,7,408,903
2024-07-13,Sorgho,7,233,1087
2024-07-13,Igname,7,275,1050
2024-07-13,Manioc,7,152,698
2024-07-13,Soja,7,318,986
2024-07-13,Coton,7,477,934
2024-07-13,Cacao,7,1358,1022
2024-07-13,Café,7,1182,1198
2024-07-14,Maïs,7,195,1129
2024-07-14,Riz,7,394,913
2024-07-14,Sorgho,7,254,1078
2024-07-14,Igname,7,271,1169
2024-07-14,Manioc,7,143,1211
2024-07-14,Soja,7,315,1022
2024-07-14,Coton,7,484,947
2024-07-14,Cacao,7,1370,961
2024-07-14,Café,7,1127,1131
2024-07-15,Maïs,7,197,1000
2024-07-15,Riz,7,377,1162
2024-07-15,Sorgho,7,252,975
2024-07-15,Igname,7,279,1123
2024-07-15,Manioc,7,145,1187
2024-07-15,Soja,7,335,1004
2024-07-15,Coton,7,445,1147
2024-07-15,Cacao,7,1550,1169
2024-07-15,Café,7,1226,968
2024-07-16,Maïs,7,184,1246
2024-07-16,Riz,7,386,888
2024-07-16,Sorgho,7,236,1101
2024-07-16,Igname,7,301,1235
2024-07-16,Manioc,7,150,1053
2024-07-16,Soja,7,345,984
2024-07-16,Coton,7,455,955
2024-07-16,Cacao,7,1487,1020
2024-07-16,Café,7,1148,1079
2024-07-17,Maïs,7,187,1126
2024-07-17,Riz,7,360,1228
2024-07-17,Sorgho,7,237,1020
2024-07-17,Igname,7,280,1074
2024-07-17,Manioc,7,132,1160
2024-07-17,Soja,7,346,1110
2024-07-17,Coton,7,442,1104
2024-07-17,Cacao,7,1414,1024
2024-07-17,Café,7,1143,1029
2024-07-18,Maïs,7,183,1044
2024-07-18,Riz,7,415,900
2024-07-18,Sorgho,7,215,1266
2024-07-18,Igname,7,297,977
2024-07-18,Manioc,7,147,1009
2024-07-18,Soja,7,326,1142
2024-07-18,Coton,7,503,1040
2024-07-18,Cacao,7,1447,1062
2024-07-18,Café,7,1131,885
2024-07-19,Maïs,7,203,990
2024-07-19,Riz,7,411,1131
2024-07-19,Sorgho,7,237,1033
2024-07-19,Igname,7,292,1071
2024-07-19,Manioc,7,138,1191
2024-07-19,Soja,7,356,1087
2024-07-19,Coton,7,412,1218
2024-07-19,Cacao,7,1322,1173
2024-07-19,Café,7,1091,1228
2024-07-20,Maïs,7,173,1118
2024-07-20,Riz,7,394,826
2024-07-20,Sorgho,7,227,1158
2024-07-20,Igname,7,296,962
2024-07-20,Manioc,7,133,940
2024-07-20,Soja,7,343,1065
2024-07-20,Coton,7,471,926
2024-07-20,Cacao,7,1542,999
2024-07-20,Café,7,1190,894
2024-07-21,Maïs,7,203,1024
2024-07-21,Riz,7,371,1144
2024-07-21,Sorgho,7,260,1120
2024-07-21,Igname,7,298,1172
2024-07-21,Manioc,7,130,1054
2024-07-21,Soja,7,367,869
2024-07-21,Coton,7,494,897
2024-07-21,Cacao,7,1348,1080
2024-07-21,Café,7,1156,837
2024-07-22,Maïs,7,182,1041
2024-07-22,Riz,7,394,967
2024-07-22,Sorgho,7,231,908
2024-07-22,Igname,7,274,1216
2024-07-22,Manioc,7,141,1136
2024-07-22,Soja,7,343,958
2024-07-22,Coton,7,468,952
2024-07-22,Cacao,7,1423,1119
2024-07-22,Café,7,1214,1050
2024-07-23,Maïs,7,208,1002
2024-07-23,Riz,7,385,1019
2024-07-23,Sorgho,7,228,910
2024-07-23,Igname,7,294,1027
2024-07-23,Manioc,7,145,1057
2024-07-23,Soja,7,350,972
2024-07-23,Coton,7,479,937
2024-07-23,Cacao,7,1266,1131
2024-07-23,Café,7,1165,940
2024-07-24,Maïs,7,193,1012
2024-07-24,Riz,7,381,1060
2024-07-24,Sorgho,7,225,1060
2024-07-24,Igname,7,299,1010
2024-07-24,Manioc,7,133,1198
2024-07-24,Soja,7,334,943
2024-07-24,Coton,7,460,791
2024-07-24,Cacao,7,1428,1111
2024-07-24,Café,7,1203,885
2024-07-25,Maïs,7,194,960
2024-07-25,Riz,7,389,896
2024-07-25,Sorgho,7,238,1042
2024-07-25,Igname,7,283,1019
2024-07-25,Manioc,7,135,1184
2024-07-25,Soja,7,326,1090
2024-07-25,Coton,7,491,1114
2024-07-25,Cacao,7,1342,1260
2024-07-25,Café,7,1208,1010
2024-07-26,Maïs,7,184,1024
2024-07-26,Riz,7,410,991
2024-07-26,Sorgho,7,233,1058
2024-07-26,Igname,7,302,1011
2024-07-26,Manioc,7,147,1172
2024-07-26,Soja,7,298,1065
2024-07-26,Coton,7,481,1085
2024-07-26,Cacao,7,1267,1091
2024-07-26,Café,7,1200,974
2024-07-27,Maïs,7,186,1026
2024-07-27,Riz,7,426,978
2024-07-27,Sorgho,7,269,839
2024-07-27,Igname,7,284,1049
2024-07-27,Manioc,7,145,888
2024-07-27,Soja,7,340,1001
2024-07-27,Coton,7,520,865
2024-07-27,Cacao,7,1356,1168
2024-07-27,Café,7,1130,909
2024-07-28,Maïs,7,192,995
2024-07-28,Riz,7,358,1199
2024-07-28,Sorgho,7,261,960
2024-07-28,Igname,7,264,1119
2024-07-28,Manioc,7,147,920
2024-07-28,Soja,7,342,1062
2024-07-28,Coton,7,500,1062
2024-07-28,Cacao,7,1370,980
2024-07-28,Café,7,1139,1128
2024-07-29,Maïs,7,189,1007
2024-07-29,Riz,7,376,910
2024-07-29,Sorgho,7,239,1054
2024-07-29,Igname,7,271,1331
2024-07-29,Manioc,7,142,1033
2024-07-29,Soja,7,351,989
2024-07-29,Coton,7,490,1075
2024-07-29,Cacao,7,1312,1179
2024-07-29,Café,7,1116,1186
2024-07-30,Maïs,7,176,1149
2024-07-30,Riz,7,388,1028
2024-07-30,Sorgho,7,226,1244
2024-07-30,Igname,7,296,897
2024-07-30,Manioc,7,131,1187
2024-07-30,Soja,7,328,940
2024-07-30,Coton,7,464,1078
2024-07-30,Cacao,7,1483,1107
2024-07-30,Café,7,1198,1053
2024-07-31,Maïs,7,201,882
2024-07-31,Riz,7,346,1109
2024-07-31,Sorgho,7,250,1078
2024-07-31,Igname,7,302,799
2024-07-31,Manioc,7,136,1242
2024-07-31,Soja,7,330,1083
2024-07-31,Coton,7,502,933
2024-07-31,Cacao,7,1419,1004
2024-07-31,Café,7,1147,846
2024-08-01,Maïs,8,168,1083
2024-08-01,Riz,8,328,1240
2024-08-01,Sorgho,8,217,1111
2024-08-01,Igname,8,253,1074
2024-08-01,Manioc,8,133,1063
2024-08-01,Soja,8,304,1161
2024-08-01,Coton,8,454,1048
2024-08-01,Cacao,8,1399,1115
2024-08-01,Café,8,1095,924
2024-08-02,Maïs,8,198,930
2024-08-02,Riz,8,336,1078
2024-08-02,Sorgho,8,212,1139
2024-08-02,Igname,8,248,1210
2024-08-02,Manioc,8,128,1120
2024-08-02,Soja,8,290,1325
2024-08-02,Coton,8,456,1073
2024-08-02,Cacao,8,1394,1053
2024-08-02,Café,8,1076,1208
2024-08-03,Maïs,8,183,1037
2024-08-03,Riz,8,341,1105
2024-08-03,Sorgho,8,239,946
2024-08-03,Igname,8,275,1206
2024-08-03,Manioc,8,132,1110
2024-08-03,Soja,8,351,1146
2024-08-03,Coton,8,483,1163
2024-08-03,Cacao,8,1335,1061
2024-08-03,Café,8,1137,1090
2024-08-04,Maïs,8,185,927
2024-08-04,Riz,8,376,1096
2024-08-04,Sorgho,8,230,909
2024-08-04,Igname,8,255,1295
2024-08-04,Manioc,8,145,1061
2024-08-04,Soja,8,311,1044
2024-08-04,Coton,8,413,1207
2024-08-04,Cacao,8,1308,1304
2024-08-04,Café,8,1046,1146
2024-08-05,Maïs,8,181,1139
2024-08-05,Riz,8,401,999
2024-08-05,Sorgho,8,227,955
2024-08-05,Igname,8,243,1218
2024-08-05,Manioc,8,137,1175
2024-08-05,Soja,8,303,1231
2024-08-05,Coton,8,439,1081
2024-08-05,Cacao,8,1315,1080
2024-08-05,Café,8,1015,1260
2024-08-06,Maïs,8,177,1106
2024-08-06,Riz,8,393,1100
2024-08-06,Sorgho,8,225,1038
2024-08-06,Igname,8,252,1104
2024-08-06,Manioc,8,141,1075
2024-08-06,Soja,8,328,1081
2024-08-06,Coton,8,467,982
2024-08-06,Cacao,8,1329,895
2024-08-06,Café,8,1170,927
2024-08-07,Maïs,8,174,1105
2024-08-07,Riz,8,353,914
2024-08-07,Sorgho,8,217,1120
2024-08-07,Igname,8,279,1003
2024-08-07,Manioc,8,136,964
2024-08-07,Soja,8,305,1206
2024-08-07,Coton,8,446,1205
2024-08-07,Cacao,8,1371,1151
2024-08-07,Café,8,1147,965
2024-08-08,Maïs,8,163,1139
2024-08-08,Riz,8,388,1145
2024-08-08,Sorgho,8,234,1120
2024-08-08,Igname,8,259,1202
2024-08-08,Manioc,8,139,1017
2024-08-08,Soja,8,336,1064
2024-08-08,Coton,8,485,1084
2024-08-08,Cacao,8,1274,1118
2024-08-08,Café,8,1108,1006
2024-08-09,Maïs,8,186,1250
2024-08-09,Riz,8,387,909
2024-08-09,Sorgho,8,230,1220
2024-08-09,Igname,8,270,1091
2024-08-09,Manioc,8,146,1203
2024-08-09,Soja,8,303,1114
2024-08-09,Coton,8,448,1044
2024-08-09,Cacao,8,1256,1223
2024-08-09,Café,8,1080,1221
2024-08-10,Maïs,8,179,1081
2024-08-10,Riz,8,349,1291
2024-08-10,Sorgho,8,226,1085
2024-08-10,Igname,8,261,1147
2024-08-10,Manioc,8,135,906
2024-08-10,Soja,8,349,1000
2024-08-10,Coton,8,461,953
2024-08-10,Cacao,8,1390,1080
2024-08-10,Café,8,1041,1397
2024-08-11,Maïs,8,172,1133
2024-08-11,Riz,8,396,905
2024-08-11,Sorgho,8,242,1014
2024-08-11,Igname,8,253,1102
2024-08-11,Manioc,8,127,1177
2024-08-11,Soja,8,314,1076
2024-08-11,Coton,8,439,1017
2024-08-11,Cacao,8,1383,1132
2024-08-11,Café,8,1172,861
2024-08-12,Maïs,8,184,1235
2024-08-12,Riz,8,368,1177
2024-08-12,Sorgho,8,223,1073
2024-08-12,Igname,8,279,887
2024-08-12,Manioc,8,125,1330
2024-08-12,Soja,8,340,1010
2024-08-12,Coton,8,491,1049
2024-08-12,Cacao,8,1450,975
2024-08-12,Café,8,1108,1142
2024-08-13,Maïs,8,168,1121
2024-08-13,Riz,8,310,1338
2024-08-13,Sorgho,8,226,1180
2024-08-13,Igname,8,276,1136
2024-08-13,Manioc,8,134,985
2024-08-13,Soja,8,311,1144
2024-08-13,Coton,8,437,1099
2024-08-13,Cacao,8,1346,1045
2024-08-13,Café,8,1005,1055
2024-08-14,Maïs,8,169,1289
2024-08-14,Riz,8,380,1185
2024-08-14,Sorgho,8,244,944
2024-08-14,Igname,8,278,1119
2024-08-14,Manioc,8,134,996
2024-08-14,Soja,8,300,1336
2024-08-14,Coton,8,504,991
2024-08-14,Cacao,8,1293,1167
2024-08-14,Café,8,1071,1076
2024-08-15,Maïs,8,188,1176
2024-08-15,Riz,8,365,1088
2024-08-15,Sorgho,8,224,852
2024-08-15,Igname,8,240,1267
2024-08-15,Manioc,8,136,937
2024-08-15,Soja,8,306,1073
2024-08-15,Coton,8,426,1135
2024-08-15,Cacao,8,1351,1319
2024-08-15,Café,8,1072,1131
2024-08-16,Maïs,8,175,1246
2024-08-16,Riz,8,351,1112
2024-08-16,Sorgho,8,224,1072
2024-08-16,Igname,8,266,1264
2024-08-16,Manioc,8,132,1187
2024-08-16,Soja,8,342,1129
2024-08-16,Coton,8,446,1174
2024-08-16,Cacao,8,1395,1046
2024-08-16,Café,8,1078,1066
2024-08-17,Maïs,8,180,1130
2024-08-17,Riz,8,356,1170
2024-08-17,Sorgho,8,213,1224
2024-08-17,Igname,8,266,1053
2024-08-17,Manioc,8,144,1130
2024-08-17,Soja,8,321,1179
2024-08-17,Coton,8,434,1125
2024-08-17,Cacao,8,1407,1053
2024-08-17,Café,8,1005,1187
2024-08-18,Maïs,8,187,1046
2024-08-18,Riz,8,348,1193
2024-08-18,Sorgho,8,236,1122
2024-08-18,Igname,8,257,1226
2024-08-18,Manioc,8,138,1116
2024-08-18,Soja,8,315,1029
2024-08-18,Coton,8,462,1007
2024-08-18,Cacao,8,1388,1044
2024-08-18,Café,8,1108,1052
2024-08-19,Maïs,8,195,951
2024-08-19,Riz,8,395,1001
2024-08-19,Sorgho,8,245,1086
2024-08-19,Igname,8,263,1177
2024-08-19,Manioc,8,134,855
2024-08-19,Soja,8,307,1144
2024-08-19,Coton,8,468,1106
2024-08-19,Cacao,8,1327,956
2024-08-19,Café,8,993,1038
2024-08-20,Maïs,8,171,1179
2024-08-20,Riz,8,367,1005
2024-08-20,Sorgho,8,239,1144
2024-08-20,Igname,8,241,1164
2024-08-20,Manioc,8,139,1099
2024-08-20,Soja,8,306,1086
2024-08-20,Coton,8,451,1058
2024-08-20,Cacao,8,1404,1000
2024-08-20,Café,8,1081,1068
2024-08-21,Maïs,8,176,1177
2024-08-21,Riz,8,331,1201
2024-08-21,Sorgho,8,209,1312
2024-08-21,Igname,8,268,1076
2024-08-21,Manioc,8,126,1200
2024-08-21,Soja,8,312,1270
2024-08-21,Coton,8,456,1036
2024-08-21,Cacao,8,1397,1100
2024-08-21,Café,8,1222,1006
2024-08-22,Maïs,8,196,1111
2024-08-22,Riz,8,353,1132
2024-08-22,Sorgho,8,253,1104
2024-08-22,Igname,8,290,1078
2024-08-22,Manioc,8,143,1052
2024-08-22,Soja,8,332,1049
2024-08-22,Coton,8,439,1067
2024-08-22,Cacao,8,1336,1121
2024-08-22,Café,8,1118,1145
2024-08-23,Maïs,8,186,1025
2024-08-23,Riz,8,385,1177
2024-08-23,Sorgho,8,219,1122
2024-08-23,Igname,8,270,1127
2024-08-23,Manioc,8,134,1207
2024-08-23,Soja,8,304,1263
2024-08-23,Coton,8,459,1072
2024-08-23,Cacao,8,1408,975
2024-08-23,Café,8,1001,1270
2024-08-24,Maïs,8,156,1374
2024-08-24,Riz,8,353,1216
2024-08-24,Sorgho,8,232,1155
2024-08-24,Igname,8,268,1226
2024-08-24,Manioc,8,130,1392
2024-08-24,Soja,8,301,1082
2024-08-24,Coton,8,445,1074
2024-08-24,Cacao,8,1418,1012
2024-08-24,Café,8,1081,1148
2024-08-25,Maïs,8,187,1083
2024-08-25,Riz,8,346,1111
2024-08-25,Sorgho,8,228,946
2024-08-25,Igname,8,264,1265
2024-08-25,Manioc,8,134,1109
2024-08-25,Soja,8,362,1115
2024-08-25,Coton,8,439,1028
2024-08-25,Cacao,8,1322,1040
2024-08-25,Café,8,1020,1250
2024-08-26,Maïs,8,184,1106
2024-08-26,Riz,8,336,1159
2024-08-26,Sorgho,8,228,1111
2024-08-26,Igname,8,235,1276
2024-08-26,Manioc,8,137,1007
2024-08-26,Soja,8,291,1265
2024-08-26,Coton,8,432,1109
2024-08-26,Cacao,8,1338,1163
2024-08-26,Café,8,1062,1056
2024-08-27,Maïs,8,183,1066
2024-08-27,Riz,8,369,1026
2024-08-27,Sorgho,8,232,990
2024-08-27,Igname,8,262,997
2024-08-27,Manioc,8,140,1176
2024-08-27,Soja,8,323,1079
2024-08-27,Coton,8,453,1059
2024-08-27,Cacao,8,1433,1125
2024-08-27,Café,8,1087,1114
2024-08-28,Maïs,8,182,1096
2024-08-28,Riz,8,373,1091
2024-08-28,Sorgho,8,237,1170
2024-08-28,Igname,8,274,1106
2024-08-28,Manioc,8,133,1011
2024-08-28,Soja,8,325,1043
2024-08-28,Coton,8,445,1305
2024-08-28,Cacao,8,1518,1046
2024-08-28,Café,8,995,1214
2024-08-29,Maïs,8,184,954
2024-08-29,Riz,8,355,1176
2024-08-29,Sorgho,8,209,1307
2024-08-29,Igname,8,268,1135
2024-08-29,Manioc,8,138,1039
2024-08-29,Soja,8,319,1039
2024-08-29,Coton,8,462,949
2024-08-29,Cacao,8,1337,1207
2024-08-29,Café,8,1103,1022
2024-08-30,Maïs,8,162,1283
2024-08-30,Riz,8,360,1125
2024-08-30,Sorgho,8,241,1103
2024-08-30,Igname,8,258,1274
2024-08-30,Manioc,8,146,1033
2024-08-30,Soja,8,324,1102
2024-08-30,Coton,8,413,1228
2024-08-30,Cacao,8,1377,1256
2024-08-30,Café,8,1040,1032
2024-08-31,Maïs,8,172,1249
2024-08-31,Riz,8,362,1059
2024-08-31,Sorgho,8,231,1018
2024-08-31,Igname,8,276,970
2024-08-31,Manioc,8,131,1170
2024-08-31,Soja,8,304,1077
2024-08-31,Coton,8,425,1261
2024-08-31,Cacao,8,1355,990
2024-08-31,Café,8,1143,1033
2024-09-01,Maïs,9,185,1134
2024-09-01,Riz,9,349,1146
2024-09-01,Sorgho,9,224,1056
2024-09-01,Igname,9,262,1229
2024-09-01,Manioc,9,124,1198
2024-09-01,Soja,9,304,1173
2024-09-01,Coton,9,416,1189
2024-09-01,Cacao,9,1306,1224
2024-09-01,Café,9,1027,1015
2024-09-02,Maïs,9,172,1161
2024-09-02,Riz,9,375,888
2024-09-02,Sorgho,9,235,974
2024-09-02,Igname,9,269,1184
2024-09-02,Manioc,9,126,1240
2024-09-02,Soja,9,311,978
2024-09-02,Coton,9,439,1173
2024-09-02,Cacao,9,1301,1208
2024-09-02,Café,9,1114,1214
2024-09-03,Maïs,9,167,1304
2024-09-03,Riz,9,338,1157
2024-09-03,Sorgho,9,219,1261
2024-09-03,Igname,9,248,1169
2024-09-03,Manioc,9,132,1104
2024-09-03,Soja,9,318,1283
2024-09-03,Coton,9,457,1091
2024-09-03,Cacao,9,1434,1107
2024-09-03,Café,9,901,1408
2024-09-04,Maïs,9,168,1067
2024-09-04,Riz,9,349,1121
2024-09-04,Sorgho,9,219,1059
2024-09-04,Igname,9,264,1039
2024-09-04,Manioc,9,140,998
2024-09-04,Soja,9,308,938
2024-09-04,Coton,9,432,1026
2024-09-04,Cacao,9,1294,1083
2024-09-04,Café,9,1136,1039
2024-09-05,Maïs,9,185,1070
2024-09-05,Riz,9,387,884
2024-09-05,Sorgho,9,244,1206
2024-09-05,Igname,9,249,1228
2024-09-05,Manioc,9,146,1066
2024-09-05,Soja,9,303,1179
2024-09-05,Coton,9,461,919
2024-09-05,Cacao,9,1317,1014
2024-09-05,Café,9,1134,885
2024-09-06,Maïs,9,167,1191
2024-09-06,Riz,9,346,1056
2024-09-06,Sorgho,9,191,1372
2024-09-06,Igname,9,258,1260
2024-09-06,Manioc,9,126,1111
2024-09-06,Soja,9,298,1235
2024-09-06,Coton,9,402,1164
2024-09-06,Cacao,9,1204,1243
2024-09-06,Café,9,1080,1064
2024-09-07,Maïs,9,191,1101
2024-09-07,Riz,9,369,1081
2024-09-07,Sorgho,9,212,1158
2024-09-07,Igname,9,266,1070
2024-09-07,Manioc,9,131,1005
2024-09-07,Soja,9,330,1026
2024-09-07,Coton,9,493,1077
2024-09-07,Cacao,9,1331,1070
2024-09-07,Café,9,1027,1073
2024-09-08,Maïs,9,183,1196
2024-09-08,Riz,9,350,1073
2024-09-08,Sorgho,9,209,1299
2024-09-08,Igname,9,250,1307
2024-09-08,Manioc,9,137,1207
2024-09-08,Soja,9,297,1114
2024-09-08,Coton,9,421,1275
2024-09-08,Cacao,9,1368,1098
2024-09-08,Café,9,1008,1076
2024-09-09,Maïs,9,162,1187
2024-09-09,Riz,9,338,1155
2024-09-09,Sorgho,9,198,1486
2024-09-09,Igname,9,252,1101
2024-09-09,Manioc,9,132,871
2024-09-09,Soja,9,307,1031
2024-09-09,Coton,9,418,1311
2024-09-09,Cacao,9,1166,1256
2024-09-09,Café,9,1124,969
2024-09-10,Maïs,9,219,849
2024-09-10,Riz,9,377,1180
2024-09-10,Sorgho,9,228,1000
2024-09-10,Igname,9,289,992
2024-09-10,Manioc,9,124,1092
2024-09-10,Soja,9,305,1227
2024-09-10,Coton,9,449,1056
2024-09-10,Cacao,9,1382,962
2024-09-10,Café,9,902,1547
2024-09-11,Maïs,9,188,967
2024-09-11,Riz,9,367,1060
2024-09-11,Sorgho,9,210,1083
2024-09-11,Igname,9,291,924
2024-09-11,Manioc,9,136,1118
2024-09-11,Soja,9,306,1357
2024-09-11,Coton,9,423,1151
2024-09-11,Cacao,9,1280,1220
2024-09-11,Café,9,1037,1187
2024-09-12,Maïs,9,160,1410
2024-09-12,Riz,9,353,1048
2024-09-12,Sorgho,9,258,987
2024-09-12,Igname,9,254,1226
2024-09-12,Manioc,9,132,1067
2024-09-12,Soja,9,310,1140
2024-09-12,Coton,9,459,992
2024-09-12,Cacao,9,1335,1111
2024-09-12,Café,9,992,1276
2024-09-13,Maïs,9,184,1044
2024-09-13,Riz,9,383,1106
2024-09-13,Sorgho,9,246,1117
2024-09-13,Igname,9,276,943
2024-09-13,Manioc,9,130,1080
2024-09-13,Soja,9,299,1192
2024-09-13,Coton,9,560,726
2024-09-13,Cacao,9,1178,1115
2024-09-13,Café,9,991,1125
2024-09-14,Maïs,9,179,1168
2024-09-14,Riz,9,330,1177
2024-09-14,Sorgho,9,221,1182
2024-09-14,Igname,9,295,1072
2024-09-14,Manioc,9,135,1052
2024-09-14,Soja,9,319,1192
2024-09-14,Coton,9,475,1048
2024-09-14,Cacao,9,1465,1221
2024-09-14,Café,9,1062,1190
2024-09-15,Maïs,9,179,1104
2024-09-15,Riz,9,392,998
2024-09-15,Sorgho,9,213,1217
2024-09-15,Igname,9,266,1132
2024-09-15,Manioc,9,131,1273
2024-09-15,Soja,9,436,833
2024-09-15,Coton,9,451,1112
2024-09-15,Cacao,9,1469,1071
2024-09-15,Café,9,1054,1178
2024-09-16,Maïs,9,149,1359
2024-09-16,Riz,9,376,1085
2024-09-16,Sorgho,9,215,1043
2024-09-16,Igname,9,275,1039
2024-09-16,Manioc,9,139,1084
2024-09-16,Soja,9,310,1257
2024-09-16,Coton,9,430,1010
2024-09-16,Cacao,9,1267,1113
2024-09-16,Café,9,1046,1093
2024-09-17,Maïs,9,189,1195
2024-09-17,Riz,9,364,1109
2024-09-17,Sorgho,9,230,1098
2024-09-17,Igname,9,271,1147
2024-09-17,Manioc,9,134,1063
2024-09-17,Soja,9,294,1233
2024-09-17,Coton,9,464,1199
2024-09-17,Cacao,9,1335,1005
2024-09-17,Café,9,1063,1176
2024-09-18,Maïs,9,186,1260
2024-09-18,Riz,9,359,1236
2024-09-18,Sorgho,9,195,1475
2024-09-18,Igname,9,289,1084
2024-09-18,Manioc,9,131,1322
2024-09-18,Soja,9,288,1247
2024-09-18,Coton,9,429,1219
2024-09-18,Cacao,9,1357,1051
2024-09-18,Café,9,1062,1289
2024-09-19,Maïs,9,182,1075
2024-09-19,Riz,9,373,1075
2024-09-19,Sorgho,9,220,1169
2024-09-19,Igname,9,251,1178
2024-09-19,Manioc,9,166,864
2024-09-19,Soja,9,303,1159
2024-09-19,Coton,9,506,1007
2024-09-19,Cacao,9,1238,1344
2024-09-19,Café,9,1139,1111
2024-09-20,Maïs,9,185,961
2024-09-20,Riz,9,317,1187
2024-09-20,Sorgho,9,205,1253
2024-09-20,Igname,9,277,1226
2024-09-20,Manioc,9,124,1164
2024-09-20,Soja,9,330,1192
2024-09-20,Coton,9,423,1185
2024-09-20,Cacao,9,1420,991
2024-09-20,Café,9,1179,917
2024-09-21,Maïs,9,171,1397
2024-09-21,Riz,9,359,1192
2024-09-21,Sorgho,9,237,991
2024-09-21,Igname,9,274,1086
2024-09-21,Manioc,9,139,1024
2024-09-21,Soja,9,294,1228
2024-09-21,Coton,9,418,1122
2024-09-21,Cacao,9,1396,1145
2024-09-21,Café,9,1065,1184
2024-09-22,Maïs,9,169,1253
2024-09-22,Riz,9,335,1248
2024-09-22,Sorgho,9,228,1015
2024-09-22,Igname,9,274,916
2024-09-22,Manioc,9,135,1099
2024-09-22,Soja,9,289,1315
2024-09-22,Coton,9,440,1028
2024-09-22,Cacao,9,1340,1053
2024-09-22,Café,9,1031,1012
2024-09-23,Maïs,9,171,1122
2024-09-23,Riz,9,372,1025
2024-09-23,Sorgho,9,285,767
2024-09-23,Igname,9,296,1020
2024-09-23,Manioc,9,135,1149
2024-09-23,Soja,9,299,1229
2024-09-23,Coton,9,435,1117
2024-09-23,Cacao,9,1369,1216
2024-09-23,Café,9,1094,980
2024-09-24,Maïs,9,179,1069
2024-09-24,Riz,9,364,1121
2024-09-24,Sorgho,9,234,1140
2024-09-24,Igname,9,254,1237
2024-09-24,Manioc,9,135,1085
2024-09-24,Soja,9,288,1300
2024-09-24,Coton,9,473,1003
2024-09-24,Cacao,9,1406,1048
2024-09-24,Café,9,1026,1229
2024-09-25,Maïs,9,196,1097
2024-09-25,Riz,9,364,1183
2024-09-25,Sorgho,9,236,1082
2024-09-25,Igname,9,293,964
